DateTime;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
1102446000;3.2;1170.0;-200.0;13.3;1095.0;358.0;618.0;116.0;1470.0;1195.0;15.2;58.4;1.0007
1102449600;2.4;1115.0;-200.0;11.6;1036.0;289.0;649.0;99.0;1381.0;1200.0;14.9;58.4;0.9843
1102453200;2.6;1130.0;-200.0;11.3;1026.0;359.0;657.0;115.0;1374.0;1209.0;14.5;60.4;0.9909
1102456800;2.4;1195.0;-200.0;11.0;1013.0;355.0;646.0;104.0;1345.0;1276.0;14.5;62.3;1.0216
1102460400;1.8;1111.0;-200.0;7.7;887.0;244.0;720.0;92.0;1262.0;1132.0;14.6;60.6;1.0033
1102464000;1.7;1092.0;-200.0;7.0;855.0;194.0;750.0;84.0;1231.0;1061.0;15.0;59.3;1.0045
1102467600;1.9;1111.0;-200.0;7.0;856.0;176.0;746.0;81.0;1254.0;1036.0;14.7;60.3;1.0031
1102471200;1.4;992.0;-200.0;4.4;731.0;170.0;1035.0;77.0;1149.0;911.0;15.3;59.1;1.0191
1102474800;1.5;1051.0;-200.0;6.1;815.0;-200.0;1305.0;-200.0;1203.0;951.0;12.3;69.7;0.9954
1102478400;1.7;1080.0;-200.0;7.9;896.0;212.0;1075.0;75.0;1262.0;1033.0;11.6;72.5;0.9916
1102482000;1.0;893.0;-200.0;3.1;655.0;146.0;990.0;69.0;1097.0;816.0;12.0;71.9;1.003
1102485600;0.9;923.0;-200.0;3.2;664.0;177.0;988.0;67.0;1121.0;822.0;11.8;71.8;0.9909
1102489200;1.0;950.0;-200.0;4.0;713.0;172.0;917.0;68.0;1139.0;841.0;11.8;71.4;0.9864
1102492800;1.0;947.0;-200.0;3.2;666.0;159.0;985.0;68.0;1115.0;795.0;12.8;66.3;0.9804
1102496400;1.1;973.0;-200.0;4.0;712.0;184.0;923.0;69.0;1157.0;831.0;13.2;65.2;0.9841
1102500000;1.7;1111.0;-200.0;7.6;884.0;310.0;751.0;81.0;1280.0;1025.0;13.1;66.2;0.9933
1102503600;2.3;1206.0;-200.0;9.8;969.0;363.0;701.0;95.0;1365.0;1178.0;14.3;63.3;1.0266
1102507200;2.1;1202.0;-200.0;9.5;958.0;302.0;732.0;92.0;1330.0;1181.0;16.0;58.1;1.0482
1102510800;2.7;1261.0;-200.0;11.2;1022.0;424.0;635.0;113.0;1407.0;1250.0;17.3;53.9;1.0562
1102514400;2.3;1102.0;-200.0;6.9;855.0;258.0;763.0;98.0;1279.0;1039.0;17.3;53.3;1.0407
1102518000;1.2;997.0;-200.0;4.6;742.0;179.0;911.0;82.0;1180.0;899.0;16.7;54.7;1.0311
1102521600;1.4;1049.0;-200.0;5.5;790.0;221.0;870.0;96.0;1183.0;1019.0;15.4;58.9;1.02
1102525200;1.9;1082.0;-200.0;6.5;834.0;303.0;800.0;107.0;1207.0;1057.0;15.2;58.0;0.9927
1102528800;2.6;1177.0;-200.0;10.3;987.0;429.0;692.0;119.0;1324.0;1229.0;16.2;54.5;0.9956
1102532400;2.4;1166.0;-200.0;8.9;935.0;357.0;756.0;114.0;1301.0;1135.0;16.5;55.3;1.0267
1102536000;3.5;1352.0;-200.0;14.0;1118.0;438.0;625.0;127.0;1524.0;1188.0;14.6;72.1;1.1947
1102539600;3.5;1210.0;-200.0;9.2;947.0;457.0;697.0;121.0;1404.0;1060.0;13.9;76.7;1.2098
1102543200;2.2;1161.0;-200.0;8.2;909.0;355.0;721.0;109.0;1370.0;962.0;13.7;79.3;1.2326
1102546800;2.3;1142.0;-200.0;7.2;866.0;348.0;815.0;107.0;1329.0;939.0;13.8;77.3;1.2169
1102550400;1.9;1054.0;-200.0;5.5;789.0;241.0;886.0;100.0;1254.0;864.0;14.2;71.7;1.1578
1102554000;1.0;926.0;-200.0;2.9;649.0;134.0;1035.0;83.0;1145.0;741.0;14.9;65.7;1.105
1102557600;0.8;873.0;-200.0;2.0;583.0;94.0;1155.0;66.0;1108.0;642.0;14.7;67.3;1.1177
1102561200;0.5;832.0;-200.0;1.2;518.0;-200.0;1264.0;-200.0;1061.0;539.0;15.2;63.2;1.0821
1102564800;0.4;803.0;-200.0;0.7;466.0;33.0;1451.0;30.0;1034.0;449.0;14.8;65.5;1.0965
1102568400;0.4;818.0;-200.0;0.7;463.0;33.0;1509.0;29.0;1046.0;437.0;14.4;68.5;1.1158
1102572000;0.4;814.0;-200.0;0.8;482.0;57.0;1426.0;41.0;1027.0;457.0;14.5;62.9;1.0335
1102575600;0.6;832.0;-200.0;1.3;530.0;112.0;1346.0;63.0;1027.0;512.0;14.6;56.7;0.9358
1102579200;1.9;1091.0;-200.0;7.6;882.0;358.0;844.0;114.0;1288.0;931.0;15.0;55.3;0.9338
1102582800;2.0;1019.0;-200.0;7.4;874.0;287.0;1113.0;114.0;1235.0;905.0;14.5;56.5;0.9306
1102586400;1.4;937.0;-200.0;4.7;750.0;263.0;1386.0;102.0;1141.0;790.0;14.3;55.4;0.9005
1102590000;1.4;950.0;-200.0;5.4;786.0;282.0;1038.0;101.0;1145.0;850.0;14.7;52.5;0.8716
1102593600;1.5;962.0;-200.0;5.4;785.0;286.0;993.0;103.0;1161.0;870.0;15.5;51.7;0.9033
1102597200;1.6;969.0;-200.0;6.0;812.0;259.0;989.0;100.0;1189.0;842.0;14.9;53.4;0.8998
1102600800;1.8;1010.0;-200.0;7.1;863.0;265.0;915.0;95.0;1257.0;886.0;15.2;51.0;0.8762
1102604400;1.4;946.0;-200.0;5.3;780.0;249.0;945.0;99.0;1142.0;801.0;15.2;50.1;0.858
1102608000;1.7;988.0;-200.0;7.2;865.0;268.0;876.0;102.0;1190.0;895.0;15.6;46.6;0.8176
1102611600;1.7;948.0;-200.0;5.7;799.0;226.0;1539.0;105.0;1145.0;827.0;14.8;48.4;0.8069
1102615200;2.3;1045.0;-200.0;9.5;960.0;301.0;1376.0;118.0;1259.0;972.0;14.6;48.0;0.7902
1102618800;3.2;1114.0;-200.0;12.2;1057.0;388.0;777.0;135.0;1301.0;1079.0;15.1;45.4;0.7759
1102622400;2.6;1006.0;-200.0;10.3;987.0;285.0;1028.0;124.0;1247.0;964.0;14.5;45.4;0.7458
1102626000;1.6;889.0;-200.0;4.5;738.0;197.0;1379.0;100.0;1061.0;743.0;13.4;48.1;0.7374
1102629600;0.8;792.0;-200.0;2.0;583.0;105.0;1972.0;66.0;946.0;517.0;12.3;48.7;0.6931
1102633200;0.7;808.0;-200.0;1.8;572.0;88.0;1729.0;57.0;954.0;468.0;12.0;51.2;0.7179
1102636800;0.6;814.0;-200.0;1.9;574.0;92.0;1613.0;58.0;965.0;461.0;11.9;54.6;0.7589
1102640400;0.7;827.0;-200.0;2.7;636.0;88.0;1485.0;59.0;980.0;483.0;13.7;45.0;0.6991
1102644000;0.7;801.0;-200.0;2.7;633.0;90.0;1489.0;60.0;940.0;482.0;14.7;37.5;0.622
1102647600;0.5;770.0;-200.0;2.2;600.0;-200.0;2081.0;-200.0;901.0;416.0;13.8;36.8;0.576
1102651200;-200.0;721.0;-200.0;0.7;470.0;42.0;2331.0;35.0;815.0;367.0;13.2;35.6;0.5375
1102654800;0.3;709.0;-200.0;0.5;437.0;31.0;2559.0;27.0;787.0;324.0;12.0;37.3;0.5239
1102658400;0.4;734.0;-200.0;0.8;478.0;51.0;2294.0;39.0;805.0;378.0;11.7;38.1;0.5223
1102662000;0.5;770.0;-200.0;1.4;533.0;100.0;2683.0;63.0;839.0;480.0;11.5;38.0;0.5159
1102665600;1.4;919.0;-200.0;5.6;795.0;315.0;2327.0;110.0;998.0;822.0;12.3;35.8;0.5086
1102669200;2.4;996.0;-200.0;10.6;998.0;417.0;2318.0;128.0;1136.0;1060.0;12.9;34.5;0.5102
1102672800;1.8;925.0;-200.0;7.2;866.0;328.0;2542.0;122.0;1013.0;916.0;14.4;30.2;0.4911
1102676400;1.5;883.0;-200.0;6.2;821.0;304.0;886.0;111.0;967.0;844.0;16.2;26.2;0.4789
1102680000;1.5;884.0;-200.0;6.2;822.0;300.0;909.0;110.0;968.0;807.0;17.1;23.5;0.453
1102683600;1.8;920.0;-200.0;8.1;903.0;306.0;849.0;114.0;1011.0;853.0;18.1;21.3;0.4396
1102687200;2.1;941.0;-200.0;9.0;941.0;342.0;837.0;114.0;1036.0;884.0;18.8;20.0;0.4278
1102690800;1.7;934.0;-200.0;8.4;914.0;324.0;873.0;111.0;1016.0;834.0;18.1;20.8;0.4274
1102694400;2.3;929.0;-200.0;8.7;928.0;327.0;842.0;116.0;1001.0;893.0;17.6;19.9;0.3952
1102698000;2.9;972.0;-200.0;11.8;1043.0;404.0;764.0;148.0;1083.0;1037.0;16.0;20.8;0.3757
1102701600;4.0;1073.0;-200.0;16.5;1195.0;575.0;675.0;177.0;1249.0;1244.0;14.6;23.7;0.3903
1102705200;4.2;1050.0;-200.0;18.7;1260.0;539.0;662.0;164.0;1256.0;1269.0;13.7;22.9;0.3581
1102708800;3.5;980.0;-200.0;14.5;1132.0;460.0;742.0;151.0;1102.0;1125.0;12.8;21.7;0.3182
1102712400;2.6;872.0;-200.0;8.0;900.0;386.0;918.0;147.0;910.0;946.0;12.7;21.3;0.3119
1102716000;1.3;802.0;-200.0;4.6;743.0;202.0;1051.0;110.0;826.0;751.0;12.8;22.5;0.3309
1102719600;1.0;792.0;-200.0;3.4;674.0;162.0;1122.0;99.0;810.0;670.0;12.6;23.4;0.3408
1102723200;1.6;857.0;-200.0;4.8;753.0;261.0;1034.0;116.0;860.0;754.0;12.4;24.0;0.3443
1102726800;1.6;856.0;-200.0;4.4;734.0;263.0;1041.0;121.0;853.0;781.0;12.5;24.0;0.3462
1102730400;1.1;869.0;-200.0;3.8;702.0;159.0;1019.0;103.0;891.0;842.0;11.9;32.4;0.4489
1102734000;1.1;890.0;-200.0;3.6;688.0;-200.0;1015.0;-200.0;897.0;840.0;11.7;33.8;0.4623
1102737600;0.8;834.0;-200.0;2.7;632.0;111.0;1102.0;83.0;871.0;746.0;11.5;34.2;0.4621
1102741200;0.8;860.0;-200.0;2.4;616.0;104.0;1105.0;76.0;873.0;754.0;10.5;37.8;0.4799
1102744800;1.0;909.0;-200.0;4.3;728.0;221.0;933.0;107.0;948.0;905.0;7.8;47.4;0.5046
1102748400;1.2;955.0;-200.0;5.2;772.0;243.0;1030.0;106.0;957.0;960.0;9.3;43.1;0.5062
1102752000;1.7;1035.0;-200.0;8.4;914.0;356.0;947.0;124.0;1064.0;1080.0;8.2;46.8;0.5091
1102755600;2.4;1087.0;-200.0;14.1;1121.0;429.0;711.0;134.0;1177.0;1209.0;10.7;34.2;0.439
1102759200;2.8;1101.0;-200.0;13.0;1083.0;518.0;692.0;147.0;1130.0;1243.0;14.4;28.2;0.4593
1102762800;2.9;1135.0;-200.0;13.5;1100.0;460.0;679.0;146.0;1161.0;1273.0;17.4;23.3;0.4599
1102766400;2.6;1095.0;-200.0;12.5;1067.0;389.0;702.0;133.0;1152.0;1216.0;17.8;23.6;0.4766
1102770000;2.3;986.0;-200.0;8.8;931.0;362.0;815.0;120.0;1011.0;976.0;18.3;19.5;0.4044
1102773600;2.3;991.0;-200.0;9.0;940.0;337.0;816.0;117.0;1035.0;973.0;18.9;18.9;0.4091
1102777200;1.7;926.0;-200.0;6.1;815.0;254.0;931.0;109.0;945.0;827.0;18.4;19.7;0.4117
1102780800;1.8;974.0;-200.0;7.8;891.0;281.0;857.0;112.0;1005.0;912.0;17.8;21.0;0.4234
1102784400;2.5;1042.0;-200.0;11.5;1031.0;369.0;756.0;131.0;1094.0;1084.0;16.1;23.4;0.4248
1102788000;2.4;1006.0;-200.0;10.7;1005.0;350.0;781.0;133.0;1071.0;1045.0;14.9;24.9;0.4178
1102791600;2.0;979.0;-200.0;9.2;946.0;323.0;826.0;138.0;1018.0;1026.0;14.6;24.6;0.4054
1102795200;2.3;1072.0;-200.0;10.9;1011.0;340.0;762.0;142.0;1075.0;1172.0;14.2;26.8;0.4332
1102798800;2.9;1217.0;-200.0;11.6;1037.0;443.0;669.0;138.0;1167.0;1452.0;13.3;38.7;0.5867
1102802400;2.0;1124.0;-200.0;9.0;939.0;292.0;737.0;118.0;1126.0;1317.0;11.2;45.1;0.6004
1102806000;2.5;1152.0;-200.0;11.6;1036.0;372.0;670.0;120.0;1206.0;1365.0;8.8;52.5;0.5969
1102809600;3.0;1216.0;-200.0;11.7;1039.0;443.0;685.0;132.0;1183.0;1378.0;8.6;54.3;0.606
1102813200;2.4;1095.0;-200.0;11.3;1024.0;360.0;708.0;121.0;1219.0;1246.0;8.1;53.2;0.5746
1102816800;2.6;1099.0;-200.0;10.4;994.0;401.0;715.0;117.0;1164.0;1186.0;6.8;57.8;0.5768
1102820400;2.0;974.0;-200.0;6.4;832.0;-200.0;832.0;-200.0;1035.0;1024.0;6.6;58.1;0.5687
1102824000;2.1;1091.0;-200.0;9.8;971.0;273.0;703.0;102.0;1148.0;1187.0;5.4;64.1;0.5772
1102827600;1.7;955.0;-200.0;5.8;804.0;199.0;843.0;95.0;1017.0;1007.0;5.6;61.6;0.5656
1102831200;1.5;975.0;-200.0;7.0;859.0;177.0;777.0;81.0;1043.0;1019.0;4.2;69.0;0.5737
1102834800;1.3;909.0;-200.0;4.0;709.0;206.0;936.0;95.0;953.0;921.0;4.8;64.6;0.563
1102838400;1.9;992.0;-200.0;6.9;853.0;323.0;821.0;111.0;1052.0;1038.0;4.0;69.0;0.5661
1102842000;2.0;1018.0;-200.0;7.7;889.0;392.0;780.0;118.0;1085.0;1105.0;4.9;66.3;0.5786
1102845600;2.7;1100.0;-200.0;9.9;974.0;420.0;728.0;130.0;1131.0;1208.0;9.4;48.7;0.5748
1102849200;2.4;1101.0;-200.0;8.9;934.0;333.0;751.0;116.0;1085.0;1208.0;12.6;39.9;0.5804
1102852800;2.7;1148.0;-200.0;11.3;1025.0;395.0;701.0;128.0;1165.0;1282.0;14.4;35.3;0.5763
1102856400;3.2;1253.0;-200.0;13.7;1108.0;478.0;633.0;156.0;1253.0;1494.0;15.1;37.4;0.6374
1102860000;3.4;1229.0;-200.0;12.7;1075.0;470.0;638.0;169.0;1226.0;1500.0;16.0;35.8;0.6456
1102863600;3.2;1250.0;-200.0;14.5;1133.0;508.0;629.0;168.0;1274.0;1463.0;17.5;30.8;0.6095
1102867200;4.3;1432.0;-200.0;18.4;1251.0;596.0;547.0;178.0;1396.0;1722.0;17.2;34.2;0.6669
1102870800;5.0;1530.0;-200.0;22.0;1352.0;694.0;491.0;178.0;1550.0;1934.0;14.3;45.8;0.7452
1102874400;6.3;1604.0;-200.0;25.4;1438.0;968.0;466.0;188.0;1650.0;2018.0;12.2;53.9;0.7617
1102878000;4.6;1352.0;-200.0;16.4;1191.0;658.0;570.0;169.0;1362.0;1796.0;11.6;51.2;0.6965
1102881600;3.1;1235.0;-200.0;12.4;1065.0;409.0;640.0;133.0;1213.0;1594.0;11.3;50.1;0.672
1102885200;2.6;1127.0;-200.0;9.6;962.0;345.0;751.0;125.0;1120.0;1389.0;10.6;51.2;0.6541
1102888800;2.1;1073.0;-200.0;7.1;860.0;230.0;896.0;110.0;1058.0;1238.0;9.6;51.7;0.6163
1102892400;2.1;1074.0;-200.0;7.2;867.0;285.0;888.0;112.0;1064.0;1221.0;8.7;55.2;0.6225
1102896000;2.5;1133.0;-200.0;9.3;951.0;310.0;825.0;112.0;1156.0;1254.0;7.9;60.2;0.6432
1102899600;2.0;1021.0;-200.0;5.9;808.0;224.0;961.0;102.0;1048.0;1098.0;7.9;59.2;0.6331
1102903200;1.8;995.0;-200.0;5.9;807.0;213.0;978.0;90.0;1056.0;1044.0;6.7;64.6;0.6381
1102906800;1.3;882.0;-200.0;2.4;614.0;-200.0;1221.0;-200.0;931.0;888.0;6.9;62.3;0.6227
1102910400;-200.0;869.0;-200.0;2.1;594.0;103.0;1326.0;66.0;935.0;835.0;6.3;64.6;0.6197
1102914000;0.7;868.0;-200.0;1.8;567.0;91.0;1238.0;64.0;919.0;823.0;6.4;63.3;0.6123
1102917600;0.9;921.0;-200.0;3.1;655.0;178.0;1001.0;81.0;972.0;908.0;6.4;64.4;0.6204
1102921200;1.5;1041.0;-200.0;6.8;846.0;351.0;829.0;106.0;1112.0;1076.0;5.6;68.9;0.6328
1102924800;3.4;1275.0;-200.0;16.4;1193.0;587.0;596.0;140.0;1389.0;1393.0;6.4;65.6;0.6348
1102928400;3.4;1238.0;-200.0;16.7;1202.0;475.0;748.0;138.0;1382.0;1429.0;7.3;61.4;0.6306
1102932000;3.2;1288.0;-200.0;17.3;1220.0;576.0;937.0;165.0;1391.0;1594.0;9.6;53.7;0.6409
1102935600;4.8;1422.0;-200.0;22.4;1362.0;920.0;775.0;214.0;1509.0;1956.0;12.0;45.9;0.6421
1102939200;3.5;1293.0;-200.0;17.9;1236.0;710.0;784.0;178.0;1370.0;1872.0;12.7;44.4;0.6512
1102942800;4.1;1410.0;-200.0;22.4;1363.0;696.0;690.0;187.0;1515.0;2014.0;13.9;42.8;0.6761
1102946400;4.8;1425.0;-200.0;23.3;1386.0;744.0;691.0;203.0;1536.0;1978.0;15.0;41.4;0.7016
1102950000;4.4;1590.0;-200.0;28.0;1503.0;743.0;575.0;204.0;1559.0;2257.0;16.0;38.7;0.6987
1102953600;4.5;1520.0;-200.0;30.1;1552.0;801.0;568.0;198.0;1615.0;2104.0;16.0;38.6;0.6952
1102957200;5.9;1595.0;-200.0;33.4;1628.0;1014.0;495.0;218.0;1822.0;2140.0;14.1;44.9;0.7194
1102960800;9.9;1881.0;-200.0;50.8;1983.0;1479.0;334.0;269.0;2271.0;2523.0;12.6;55.9;0.8142
1102964400;6.9;1633.0;-200.0;35.6;1677.0;1018.0;400.0;217.0;1880.0;2188.0;11.7;60.8;0.8336
1102968000;4.3;1391.0;-200.0;21.5;1338.0;729.0;509.0;183.0;1514.0;1816.0;11.5;60.9;0.8249
1102971600;2.9;1263.0;-200.0;15.5;1164.0;508.0;581.0;147.0;1338.0;1587.0;10.6;64.1;0.8182
1102975200;2.0;1147.0;-200.0;10.9;1012.0;347.0;665.0;120.0;1214.0;1381.0;10.1;66.2;0.8185
1102978800;1.7;1103.0;-200.0;8.7;928.0;327.0;715.0;112.0;1174.0;1287.0;9.0;70.1;0.8036
1102982400;1.9;1071.0;-200.0;7.4;873.0;339.0;739.0;107.0;1150.0;1193.0;8.6;70.5;0.7915
1102986000;2.0;1137.0;-200.0;9.9;975.0;358.0;687.0;103.0;1234.0;1223.0;7.6;74.3;0.7783
1102989600;1.9;1066.0;-200.0;8.2;907.0;377.0;728.0;97.0;1174.0;1122.0;6.9;76.1;0.759
1102993200;1.0;918.0;-200.0;3.9;704.0;-200.0;920.0;-200.0;1032.0;932.0;8.0;70.6;0.7607
1102996800;0.8;895.0;-200.0;3.2;663.0;165.0;977.0;74.0;1007.0;866.0;6.8;75.4;0.7475
1103000400;0.7;885.0;-200.0;3.0;655.0;145.0;996.0;68.0;1015.0;848.0;6.6;75.3;0.7378
1103004000;1.1;964.0;-200.0;5.4;784.0;282.0;824.0;92.0;1080.0;959.0;6.0;77.3;0.7262
1103007600;1.7;1088.0;-200.0;8.7;927.0;494.0;715.0;111.0;1196.0;1154.0;6.0;76.7;0.722
1103011200;3.1;1274.0;-200.0;15.4;1160.0;606.0;587.0;133.0;1412.0;1373.0;6.9;73.7;0.7348
1103014800;4.4;1406.0;-200.0;27.2;1483.0;581.0;478.0;139.0;1767.0;1708.0;7.6;70.6;0.7371
1103018400;5.6;1521.0;-200.0;30.7;1568.0;920.0;440.0;192.0;1843.0;2097.0;9.3;64.2;0.7544
1103022000;4.4;1408.0;-200.0;24.3;1412.0;811.0;484.0;192.0;1608.0;2056.0;11.7;55.7;0.763
1103025600;4.4;1377.0;-200.0;21.7;1342.0;786.0;499.0;206.0;1546.0;2006.0;12.9;54.1;0.8003
1103029200;4.7;1470.0;-200.0;25.8;1450.0;677.0;481.0;182.0;1706.0;2015.0;14.0;53.0;0.8451
1103032800;4.2;1416.0;-200.0;21.8;1346.0;612.0;609.0;192.0;1570.0;1945.0;15.1;50.2;0.8552
1103036400;3.3;1383.0;-200.0;20.6;1314.0;524.0;785.0;188.0;1538.0;1793.0;16.7;47.3;0.8883
1103040000;5.1;1574.0;-200.0;27.2;1483.0;775.0;460.0;186.0;1778.0;1962.0;16.8;48.4;0.9175
1103043600;7.4;-200.0;-200.0;-200.0;-200.0;1159.0;-200.0;257.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103047200;9.3;-200.0;-200.0;-200.0;-200.0;1310.0;-200.0;248.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103050800;7.4;-200.0;-200.0;-200.0;-200.0;1037.0;-200.0;208.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103054400;5.3;-200.0;-200.0;-200.0;-200.0;791.0;-200.0;167.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103058000;4.1;-200.0;-200.0;-200.0;-200.0;670.0;-200.0;148.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103061600;2.5;-200.0;-200.0;-200.0;-200.0;341.0;-200.0;112.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103065200;2.1;-200.0;-200.0;-200.0;-200.0;365.0;-200.0;108.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103068800;2.9;-200.0;-200.0;-200.0;-200.0;510.0;-200.0;115.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103072400;2.3;-200.0;-200.0;-200.0;-200.0;352.0;-200.0;96.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103076000;1.7;-200.0;-200.0;-200.0;-200.0;299.0;-200.0;87.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103079600;0.9;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103083200;0.7;-200.0;-200.0;-200.0;-200.0;103.0;-200.0;61.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103086800;0.8;-200.0;-200.0;-200.0;-200.0;133.0;-200.0;61.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103090400;1.0;-200.0;-200.0;-200.0;-200.0;244.0;-200.0;82.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103094000;1.2;-200.0;-200.0;-200.0;-200.0;222.0;-200.0;83.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103097600;3.5;-200.0;-200.0;-200.0;-200.0;591.0;-200.0;116.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103101200;4.5;-200.0;-200.0;-200.0;-200.0;821.0;-200.0;147.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103104800;4.9;-200.0;-200.0;-200.0;-200.0;803.0;-200.0;167.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103108400;3.5;-200.0;-200.0;-200.0;-200.0;809.0;-200.0;176.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103112000;3.4;-200.0;-200.0;-200.0;-200.0;836.0;-200.0;177.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103115600;4.0;-200.0;-200.0;-200.0;-200.0;820.0;-200.0;169.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103119200;4.3;-200.0;-200.0;-200.0;-200.0;861.0;-200.0;181.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103122800;4.0;-200.0;-200.0;-200.0;-200.0;842.0;-200.0;183.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103126400;4.7;-200.0;-200.0;-200.0;-200.0;933.0;-200.0;176.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103130000;6.6;-200.0;-200.0;-200.0;-200.0;1237.0;-200.0;229.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103133600;7.3;-200.0;-200.0;-200.0;-200.0;1137.0;-200.0;214.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103137200;3.6;-200.0;-200.0;-200.0;-200.0;484.0;-200.0;137.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103140800;2.4;-200.0;-200.0;-200.0;-200.0;325.0;-200.0;115.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103144400;2.1;-200.0;-200.0;-200.0;-200.0;292.0;-200.0;107.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103148000;2.1;-200.0;-200.0;-200.0;-200.0;303.0;-200.0;105.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103151600;1.7;-200.0;-200.0;-200.0;-200.0;242.0;-200.0;96.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103155200;2.2;-200.0;-200.0;-200.0;-200.0;314.0;-200.0;100.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103158800;2.0;-200.0;-200.0;-200.0;-200.0;289.0;-200.0;100.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103162400;1.6;-200.0;-200.0;-200.0;-200.0;224.0;-200.0;92.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103166000;1.7;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103169600;-200.0;-200.0;-200.0;-200.0;-200.0;191.0;-200.0;81.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103173200;1.0;-200.0;-200.0;-200.0;-200.0;149.0;-200.0;74.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103176800;1.0;-200.0;-200.0;-200.0;-200.0;212.0;-200.0;81.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103180400;1.6;-200.0;-200.0;-200.0;-200.0;398.0;-200.0;99.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103184000;3.5;-200.0;-200.0;-200.0;-200.0;763.0;-200.0;123.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103187600;5.3;-200.0;-200.0;-200.0;-200.0;905.0;-200.0;146.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103191200;4.6;-200.0;-200.0;-200.0;-200.0;849.0;-200.0;161.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103194800;4.5;-200.0;-200.0;-200.0;-200.0;1015.0;-200.0;210.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103198400;4.2;-200.0;-200.0;-200.0;-200.0;845.0;-200.0;190.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103202000;4.1;-200.0;-200.0;-200.0;-200.0;740.0;-200.0;170.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103205600;5.5;-200.0;-200.0;-200.0;-200.0;1018.0;-200.0;212.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103209200;4.8;-200.0;-200.0;-200.0;-200.0;1058.0;-200.0;217.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103212800;5.5;-200.0;-200.0;-200.0;-200.0;1182.0;-200.0;236.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103216400;5.2;-200.0;-200.0;-200.0;-200.0;1089.0;-200.0;217.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103220000;7.5;-200.0;-200.0;-200.0;-200.0;1186.0;-200.0;231.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103223600;8.6;-200.0;-200.0;-200.0;-200.0;1235.0;-200.0;227.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103227200;9.1;-200.0;-200.0;-200.0;-200.0;1253.0;-200.0;219.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103230800;8.6;-200.0;-200.0;-200.0;-200.0;1237.0;-200.0;203.0;-200.0;-200.0;-200.0;-200.0;-200.0
1103234400;5.4;-200.0;-200.0;-200.0;-200.0;1060.0;-200.0;186.0;-200.0;-200.0;-200.0;-200.0;-200.0
